EntryNum,LogCPY,Alpha,LogJIF,NumSent,Texts
182,1.133816502,0.84,0.288025535,6,I have the opportunity to get to know my coworkers.; I am able to work with my coworkers to collectively solve problems.; in my organization I have the chance to talk informally and visit with others.; Communication among employees is encouraged by my organization.; I have the opportunity to develop close friendships in my workplace.; Informal talk is tolerated by my organization as long as the work is completed.
183,1.133816502,0.85,0.288025535,6,I have formed strong friendships at work.; I socialize with coworkers outside of the workplace.; I can confide in people at work.; I feel I can trust many coworkers a great deal.; Being able to see my coworkers is one reason why I look forward to my job.; I do not feel that anyone I work with is a true friend.
184,0.906469728,0.83,0.288025535,5,My job requires all of my attention.; I feel like I have a lot of work demand. ; I feel like I have a lot to do at work. ; My work requires a lot from me.; I am given a lot of work to do. 
185,0.906469728,0.74,0.288025535,4,I have to work hard on family-related activities. ; My family requires all of my attention.; I feel like I have a lot of family demand.; I have a lot of responsibility in my family.
186,0.442359148,0.87,0.288025535,4,Using computers will improve my work.; Using computers will increase my productivity.; Using computers will enhance my effectiveness.; I find computers a useful tool in my work.
187,0.442359148,0.77,0.288025535,3,My interaction with computers is clear and understandable.; I find it easy to get computers to do what I want it to do. ; I find computers easy to use.
188,0.442359148,0.81,0.288025535,2,People whose opinions I value will encourage me to use computers. ; People who are important to me will support me to use computers.
189,0.442359148,0.79,0.288025535,3,"When I need help to use computers, specialized instruction is available to help me. ; When I need help to use computers, a specific person is available to provide assistance; When I need help to use computers, guidance is available to me."
190,0.442359148,0.82,0.288025535,5,I like using computers.; Working with computers is fun.; Computers make work more interesting.; I look forward to those aspects of my job that require me to use computers.
191,1.233444068,0.85,0.288025535,5,I blame myself when I cannot live up to my parents' expectations of me. ; I feel I have disappointed my teacher when I do badly in school. ; I feel I have disappointed my parents when I do poorly in school. ; I feel stressed when I know my parents are disappointed in my exam grades. ; I feel lousy when I cannot live up to my teacher's expectations.
192,1.233444068,0.84,0.288025535,4,"I feel stressed when I do not live up to my own standards. ; When I fail to live up to my own expectations, I feel I am not good enough. ; I usually cannot sleep and worry when I cannot meet the goals I set for myself. ; When I do not do as well as I could have in an examination or test, I feel stressed."
193,1.698970004,0.83,0.947041405,5,I am willing to be unethical if I believe it will help me succeed. ; I am willing to sabotage the efforts of other people if they threaten my own goals. ; I would cheat if there was a low chance of getting caught. ; I believe that lying is necessary to maintain a competitive advantage over others. ; The only good reason to talk to others is to get information that I can use to my benefit.
194,1.698970004,0.72,0.947041405,3,Status is a good sign of success in life. ; Accumulating wealth is an important goal for me. ; I want to be rich and powerful someday.
195,1.698970004,0.7,0.947041405,3,I like to give the orders in interpersonal situations. ; I enjoy being able to control the situation. ; I enjoy having control over other people.
196,1.698970004,0.75,0.947041405,5,"People are only motivated by personal gain. ; I dislike committing to groups because I don't trust others. ; Team members backstab each other all the time to get ahead. ; If I show any weakness at work, other people will take advantage of it. ; Other people are always planning ways to take advantage of the situation at my expense."
197,1.69486317,0.84,0.243038049,4,The exercise program I follow is highly compatible with my choices and interests. ; I feel very strongly that the way I exercise fits perfectly the way I prefer to exercise.; I feel that the way I exercise is definitely an expression of myself.; I feel very strongly that I have the opportunity to make choices with respect to the way I exercise.
198,1.69486317,0.81,0.243038049,4,I feel I have been making a huge progress with respect to the end result I pursue. ; I feel that I execute very effectively the exercises of my training program. ; I feel that exercise is an activity in which I do very well.; I feel that I can manage with the requirements of the training program I am involved.
199,1.69486317,0.92,0.243038049,4,I feel extremely comfortable when with the other exercise participants. ; I feel that I associate with the other exercise participants in a very friendly way. ; I feel there are open channels of communication with the other exercise participants. I feel very much at ease with the other exercise participants.
200,1.253412569,0.6,0.865044722,3,I have to miss family activities due to the amount of time I must spend on work responsibilities.; I am often so emotionally drained when I get home from work that it prevents me from contributing to my family.; The behaviors I perform that make me effective at work do not help me to be a better parent and spouse. 
201,1.253412569,0.67,0.865044722,3,"I have to miss work activities due to the amount of time I must spend on family responsibilities.; Because I am often stressed from family responsibilities, I have a hard time concentrating on my work.; Behavior that is effective and necessary for me at home would be counterproductive at work."
202,1.032002168,0.87,0.567026366,9,I don't believe I will be able to find a job I enjoy.; I doubt my ability to succeed at the things that are most important to me.; I am confident that things will work out for me in the future. ; I have the skills and attitude needed to find and keep a meaningful job.;  I do not have the ability to go about getting what I want out of working life.; I can do what it takes to get the specific work I choose.; I believe that I am capable of meeting the work-related goals I have set for myself.; I am capable of getting the training I need to do the job I want. ; I am uncertain about my ability to reach my life goals.
203,1.032002168,0.68,0.567026366,7,I have a plan for getting or maintaining a good job or career. ; There are many ways to succeed at work.; I can identify many ways to find a job that I would enjoy.; It is difficult to figure out how to find a good job. ; My education did or will prepare me to get a good job.; I know how to prepare for the kind of work I want to do.;  I have a clear understanding of what it takes to be successful at work.
204,1.032002168,0.81,0.567026366,7,"I expect to do what I really want to do at work.; When I look into the future, I have a clear picture of what my work life will be like.; I do not expect to find work that is personally satisfying.; I doubt I will be successful at finding (or keeping) a meaningful job.; I have goals related to work that are meaningful to me.; I have a difficult time identifying my own goals for the next five years.; I think I will end up doing what I really want to do at work. "
205,1.462397998,0.82,0.71222867,3,The web site provides sufficient information.; The information in the web site is complete.; The information in the web site is sufficiently detailed.
206,1.462397998,0.74,0.71222867,3,The information in the web site is accurate.; The information in the web site is not precise.; I can rely on the information in the web site.
207,1.462397998,0.83,0.71222867,4,The information in the web site is easy to understand.; The information in the web site is clear to me.; The information in the web site is presented clearly.; The information in the web site is not presented in an adequate way.
208,1.462397998,0.86,0.71222867,3,The web site provides sufficient information.; The information in the web site is complete.; The information in the web site is sufficiently detailed. 
209,1.462397998,0.83,0.71222867,3,The web site is easy to use.; The web site is user friendly.; It is difficult to operate the web site.
210,1.462397998,0.89,0.71222867,3,The start page leads me easily to the information I need.; The start page tells me immediately where I can find the information I am looking for.; The start page does not provide direct access to what I need.
211,1.462397998,0.88,0.71222867,3,The web site is clearly structured.; The web site structure is confusing.; The structure of the web site is convenient.
212,1.462397998,0.85,0.71222867,3,The hyperlinks tell me clearly what I can find behind them.; The hyperlinks are easy to understand.; The meaning of some of the hyperlinks is unclear to me.
213,1.462397998,0.8,0.71222867,3,The web site is time consuming.; It does not take much time to get from one place in the web site to another.; The web site is fast.
214,1.462397998,0.85,0.71222867,3,I like the layout of the web site.; The layout of the web site is visually comforting.; The layout of the web site is annoying.
215,1.462397998,0.89,0.71222867,3,The information is provided in a desired language.; The choice of language is adapted to my needs.; I would like the information in another language.
216,1.375247822,0.9,0.402605242,6,I have a sense of belonging.; I can talk openly about my values when we are making decisions.; We talk about what matters to us.; We support each other.; We reassure each other.; We enjoy working together.
217,1.375247822,0.83,0.402605242,4,I feel I truly help our customers/clients.; We contribute to products and services that enhance human well-being and/or the environment.; What we do is worthwhile.; We spend a lot of time on things that are truly important.
218,1.375247822,0.83,0.402605242,4,I create and apply new ideas or concepts.; I make a difference that matters to others.; I experience a sense of achievement.; I am excited by the available opportunities for me. 
219,1.375247822,0.72,0.402605242,3,At work my sense of what is right and wrong gets blurred.; I don't like who I am becoming at work.; At work I feel divorced from myself.
220,1.375247822,0.79,0.402605242,3,At work we face up to reality.; We are tolerant of being human.; We recognise that life is messy and that is OK.
221,1.375247822,0.89,0.402605242,4,I feel inspired at work.; The work we are doing makes me feel hopeful about the future.; The vision we collectively work towards inspires me.; I experience a sense of spiritual connection with my work.
222,1.375247822,0.85,0.402605242,4,In this work I have the time and space to think.; We have a good balance between focussing on getting things done and noticing how people are feeling.; I create enough space for me; I have a good balance between the needs of others and my own needs.
223,1.102165153,0.65,0.900858505,8,"We poll end users at least once a year to assess the quality of our products and services.; In our business unit, intelligence on our competitors is generated independently by several departments.; We periodically review the likely effect of changes in our business environment (e.g., regulation) on customers.; In this business unit, we frequently collect and evaluate general macro-economic information (e.g., interest rate, exchange rate, GDP, industry growth rate, inflation rate).; In this business unit, we maintain contacts with officials of government and regulatory bodies (e.g., Department of Agriculture, FDA, FTC, Congress) in order to collect and evaluate pertinent information.; In this business unit, we collect and evaluate information concerning general social trends (e.g., environmental consciousness, emerging lifestyles) that might affect our business.; In this business unit, we spend time with our suppliers to learn more about various aspects of their business (e.g., manufacturing process, industry practices, clientele).; In our business unit, only a few people are collecting competitor information. "
224,1.102165153,0.75,0.900858505,6,"Marketing personnel in our business unit spend time discussing customers' future needs with other functional departments.; Our business unit periodically circulates documents (e.g., reports, newsletters) that provide information on our customers.; We have cross-functional meetings very often to discuss market trends and developments (e.g., customers, competition, suppliers).; We regularly have interdepartmental meetings to update our knowledge of regulatory requirements.; Technical people in this business unit spend a lot of time sharing information about technology for new products with other departments.; Market information spreads quickly through all levels in this business unit."
225,1.102165153,0.81,0.900858505,8,"For one reason or another, we tend to ignore changes in our customers' product or service needs.; The product lines we sell depend more on internal politics than real market needs.; We are slow to start business with new suppliers even though we think they are better than existing ones.; If a major competitor were to launch an intensive campaign targeted at our customers, we would implement a response immediately.; The activities of the different departments in this business unit are well coordinated.; Even if we came up with a great marketing plan, we probably would not be able to implement it in a timely fashion.; If a special interest group (e.g., consumer group, environmental group) were to publicly accuse us of harmful business practices, we would respond to the criticism immediately.; We tend to take longer than our competitors to respond to a change in regulatory policy. "
226,2.263636069,0.65,0.339451441,6,I often set a goal but later choose to pursue a different one.; I have been obsessed with a certain idea or project for a short time but later lost interest.; I have difficulty maintaining my focus on projects that take more than a few months to complete.; New ideas and projects sometimes distract me from previous ones.; My interests change from year to year.; I become interested in new pursuits every few months.
227,2.263636069,0.74,0.339451441,6,I finish whatever I begin.; Setbacks don't discourage me.; I am diligent.; I am a hard worker.; I have achieved a goal that took years of work.; I have overcome setbacks to conquer an important challenge. 
228,1.119052758,0.91,0.514282048,12,"It is a sign of weakness if I have miserable thoughts;If I have difficulties I should not admit them to others.;If I lose control of my emotions in front of others, they will think less of me;I should be able to control my emotions.;If I am having difficulties it is important to put on a brave face.;If I show signs of weakness then others will reject me.;I should not let myself give in to negative feelings.;I should be able to cope with difficulties on my own without turning to others for support.;To be acceptable to others, I must keep any difficulties or negative feelings to myself.;It is stupid to have miserable thoughts.;It would be a sign of weakness to show my emotions in public.;Others expect me to always be in control of my emotions."
229,1.146128036,0.91,0.363799945,7,"I have forgiven this person;I feel angry toward this person.;Even though his/her actions hurt me, I do not feel ill-will toward him/her.;I dislike this person.;I feel warmly toward this person.;I hope this person gets what's coming to them for what they did to me.;If I saw this person again, I would try to avoid interacting with him/her."
230,1.2925022,0.85,0.691788524,5,Gaining new information about ways to perform work more effectively is important in this organization.;Job assignments are designed to promote personal development.; Learning new ways of performing work is valued in this organization.;Work assignments include opportunities to learn new techniques and procedures for improving performance.; There is a strong belief that continuous learning is important to successful job performance.;
231,1.2925022,0.87,0.691788524,5,Supervisors give recognition and credit to those who apply new knowledge and skills to their work.;Supervisors match associates' needs for personal and professional development with opportunities to attend training;Independent and innovative thinking are encouraged by supervisors; Top management expects high levels of performance at all times.;Top management expects continuing technical excellence and competence.
232,1.2925022,0.87,0.691788524,5,There is a performance appraisal system that ties financial rewards to use of newly acquired knowledge and skills.;This organization offers excellent training programs.;Employees are provided with resources necessary to acquire and use new knowledge and skills.;There are rewards and incentives for acquiring and using new knowledge and skills in one's job.;This organization rewards employees for using newly acquired knowledge and skills on the job.
233,1.259637311,0.93,0.5132176,7,Do you understand your child?;Do immediate members of your family understand your child?;Do extended members of your family understand your child?;Do your child's friends understand your child?;Do other acquaintances understand your child?;Do your child's teachers understand your child?;Do strangersb understand your child?
234,1.434036354,0.743,0.5132176,5,"When people interfere with the environment, they often produce disastrous consequences;Environmental protection and people's quality of life are directly linked;Biodiversity should be protected at the expense of industrial agricultural production;Building development is less important than environmental protection;Environmental protection is more important than industrial growth"
235,1.434036354,0.737,0.5132176,5,Government economic policies should increase sustainable production even if it means spending more money;People should sacrifices more to reduce economic differences between populations;Government economic policies should increases fair trade;Government economic policies should act if a country is wasting its natural resources;Reducing poverty and hunger in the world is more important than increasing the economic well-being of the industrialized countries
236,1.434036354,0.66,0.5132176,5,Each country can do a lot to keep the peace in the world;The society should further promote equal opportunities for males and females;The contact between cultures is stimulating and enriching;The society should provide free basic health services;The society should take responsibility for the welfare of individuals and families
237,1.434036354,0.757,0.5132176,5,Teachers in college should use student-centred teaching methods;Teachers in college should promote future-oriented thinking in addition to historical knowledge;Teachers in college should promote interdisciplinarity between subjects;Teachers in college should promote the connection between local and global issues;Teachers in college should promote critical thinking rather than lecturing
238,1.050584446,0.96,0.805568818,21,"Have periods of feeling super happy for hours or days at  a time, extremely wound up and excited, such as feeling ""on top of the world"";Feel irritable, cranky, or mad for hours or days at a time;Think that he or she can be anything or do anything (e.g., leader, best basket ball player, rap singer, millionaire, princess) beyond what is usual for that age;Believe that he or she has unrealistic abilities or powers that are unusual, and may try to act upon them,which causes trouble; Need less sleep than usual; yet does not feel tired the next day;Have periods of too much energy;Have periods when she or he talks too much or too loud or talks a mile-a-minute;Have periods of racing thoughts that his or her mind cannot slow down , and it seems that your child's mouth cannot keep up with his or her mind;Talk so fast that he or she jumps from topic to topic;Rush around doing things nonstop; Have trouble staying on track and is easily drawn to what is happening around him or her; Do many more things than usual, or is unusually productive or highly creative;Behave in a sexually inappropriate way (e.g., talks dirty, exposing, playing with private parts, masturbating, making sex phone calls, humping on dogs, playing sex games, touches others sexually); Go and talk to strangers inappropriately, is more socially outgoing than usual; Do things that are unusual for him or her that are foolish or risky (e.g., jumping off heights, ordering CDs with your credit cards, giving things away); Have rage attacks, intense and prolonged temper tantrums; Crack jokes or pun more than usual, laugh loud, or act silly in a way that is out of the ordinary; Experience rapid mood swings; Have any suspicious or strange thoughts; Hear voices that nobody else can hear; See things that nobody else can see    "
239,1.073980052,0.88,0.699230503,10,"The use of ICTs in teaching-learning process is important.;The use of ICTs makes teaching-learning process more interesting.;The use of ICTs in teaching-learning process is valuable.;The use of ICTs in teaching-learning process makes students more motivated.;The use of ICTs in teaching-learning process makes communication more functional.;The use of ICTs in teaching-learning process makes curriculum more functional.;Studying with ICTs makes teaching-learning process more enjoyable.;I reinforce my colleagues to use ICTs in teaching-learning process.;I consider the use of ICTs a suitable tool for teaching-learning process.;	I am eager to participate in in-service training seminars about the use of ICTs."
240,1.073980052,0.85,0.699230503,10,The use of ICTs in teaching-learning process makes save energy.;The use of ICTs in teaching-learning process makes save time.;I try to use ICTs in teaching-learning process in the classroom.I give priority to use ICTs more than textbooks in teaching-learning process.;The use of ICTs helps me organise teaching-learning process better.;The use of ICTs helps me integrate the curriculum and teaching-learning process.;I reinforce my students to use ICTs in teaching-learning process.;The use of ICTs assists me design teaching-learning process in the classroom.;I try to use educational software through the use of ICTs in teaching-learning process.;I am satisfied with using ICTs in teaching-learning process in the classroom.
241,1.073980052,0.72,0.699230503,5,I believe that ICTs enhance students' learning in teaching-learning process.;ICTs present students life-like applications in teaching-learning process.;I consider ICTs as valuable tools in students' learning in the classroom.;I believe ICTs as powerful tools helping students' understanding of abstract content.;I think all students should use ICTs in teaching-learning process in their classrooms.
242,1.622349198,0.9055,0.286680969,5,How strong is your sex drive?;How easily are you sexually aroused (turned on)?;Can you easily get and keep an erection?;How easily can you reach an orgasm?;Are your orgasms satisfying?
243,2.603505232,0.82,0.477121255,7,"I am most afraid of coronavirus-19;It makes me uncomfortable to think about coronavirus-19.;My hands become clammy when I think about coronavirus-19.;I am afraid of losing my life because of coronavirus-19.;When watching news and stories about coronavirus-19 on social media, I become nervous or anxious.;I cannot sleep because I'm worrying about getting coronavirus-19.;My heart races or palpitates when I think about getting coronavirus-19"
244,2.080823193,0.83,0.18610838,18,"Spent a lot of time thinking about Facebook or planned use of Facebook?;Thought about how you could free more time to spend on Facebook?;Thought a lot about what has happened on Facebook recently?;Spent more time on Facebook than initially intended?;Felt an urge to use Facebook more and more?;Felt that you had to use Facebook more and more in order to get the same pleasure from it?;Used Facebook in order to forget about personal problems?;Used Facebook to reduce feelings of guilt, anxiety, helplessness, and depression?;Used Facebook in order to reduce restlessness?;Experienced that others have told you to reduce your use of Facebook but not listened to them?;Tried to cut down on the use of Facebook without success?;Decided to use Facebook less frequently, but not managed to do so?;Become restless or troubled if you have been prohibited from using Facebook?;Become irritable if you have been prohibited from using Facebook?;Felt bad if you, for different reasons, could not log on to Facebook for some time?;Used Facebook so much that it has had a negative impact on your job/studies?;Given less priority to hobbies, leisure activities, and exercise because of Facebook?;Ignored your partner, family members, or friends because of Facebook?"
245,1.118689787,0.75,0.363799945,4,"If I could visit only one site on the Internet, it would be Facebook.;I feel bad if I don't check my Facebook daily.;I often search for Internet connection in order to visit Facebook.;Before going to sleep, I check Facebook once more."
246,1.118689787,0.81,0.363799945,3,"Watching Facebook posts is good for overcoming boredom.;When I'm bored, I often go to Facebook.;If I'm bored, I open Facebook."
247,1.118689787,0.72,0.363799945,3,I spent time on Facebook at the expense of my obligations.;I spend more time on Facebook than I would like to.;It happens that I use Facebook instead of sleeping.
248,1.118689787,0.8,0.363799945,3,My Facebook profile is rather detailed.;I like refining my Facebook profile.;It is important for me to update my Facebook profile regularly.
249,1.576916956,0.86,0.538950562,4,Arrange a study group or meeting;Collaborate on an assignment in a way that your instructor would like;Contact another student with a question related to class or schoolwork;Discuss classes or schoolwork
250,2.92521537,0.83,0.689841409,8,"About how many total Facebook friends do you have at MSU or elsewhere?;In the past week, on average, approximately how many minutes per day have you spent on Facebook?;Facebook is part of my everyday activity;I am proud to tell people I'm on Facebook;Facebook has become part of my daily routine;I feel out of touch when I haven't logged onto Facebook for a while;I feel I am part of the Facebook community;I would be sorry if Facebook shut down"
251,0.648803395,0.914,-1.301029996,10,Management style in bank is autocratic;Bank urgently needs restructuring to improve efficiency;Profit of the bank can be improved;Different types of branches should be opened in rural area;Unions in bank affect the work and lead to poor customer services;Corruption in bank is very high;Bank employees have low motivation and negative attitude;MSC Bank serves development objectives;MSC Bank serves the rural and the poor individuals;MSC Bank focuses on microfinancing
252,0.806179974,0.93,0.36361198,7,My e-working takes up time that I would like to spend with my family/friends or on other non-work activities ; When e-working remotely I often think about work-related problems outside of my normal working hours ; I am happy with my work life balance when e-working remotely ; Constant access to work through e-working is very tiring ; When e-working from home I do know when to switch off/put work down so that I can rest ; I feel that work demands are much higher when I am e-working remotely ; My social life is poor when e-working remotely
253,0.806179974,0.9,0.36361198,4,"When e-working I can concentrate better on my work tasks ; E-working makes me more effective to deliver against my key objectives and deliverables ; If I am interrupted by family/other responsibilities whilst e-working from home, I still meet my line manager's quality expectations ; My overall job productivity has increased by my ability to e-work remotely/ from home"
254,0.806179974,0.86,0.36361198,3,My organisation provides training in e-working skills and behaviours ; My organisation trusts me to be effective in my role when I e-work remotely ; I trust my organisation to provide good e-working facilities to allow me to e-work effectively
255,0.806179974,0.84,0.36361198,3,"My supervisor gives me total control over when and how I get my work completed when e-working ; My work is so flexible I could easily take time off e-working remotely, if and when I want to ; My line manager allows me to flex my hours to meet my needs, providing all the work is completed"
256,1.251544633,0.774,0.514813295,6,"I nearly always intervene when students talk at inappropriate times during class.  ;I strongly limit student chatter in the classroom.  ;I firmly redirect students back to the topic when they get off task. ;I insist that students in my classroom follow the rules at all times. ; I strictly enforce classroom rules to control student behavior. ; If a student's behavior is defiant, I will demand that they comply with my classroom rules. "
257,1.251544633,0.77,0.514813295,6,I nearly always use collaborative learning to explore questions in the classroom.; I engage students in active discussion about issues related to real world applications.;I nearly always use group work in my classroom.; I use student input when creating student projects.; I nearly always adjust instruction in response to individual student needs. ; I nearly always use a teaching approach that encourages interaction among students. 
258,0.987991093,0.86,0.420945406,5,I modify the elements of the situation that are having an undesired impact on others.; I work out plans to remove the negative aspects of situations.; I remove the negative aspects of the situation that are negatively impacting others.; I change the situation to alter its emotional impact.; I take actions to get rid of the problems others are having.
259,0.987991093,0.86,0.420945406,5,"When a situation is disturbing others, I focus their attention away from the troubling aspect of the problem.; I refocus the conversation towards aspects of the situation that others should find more appealing.; I distract others' attention from the aspect of the problem causing their undesired emotions.; When a situation is unpleasant to others, I refocus them by discussing positive issues.; When I think a situation will cause an undesirable emotion in others, I distract them from focusing on the negative aspects of that situation."
260,0.987991093,0.84,0.420945406,5,"When I want others to feel more positive emotions (such as joy or amusement), I put their problems into perspective.; I try to influence the emotions of others by changing how they think about the situation they are in.; When I want others to feel less negative emotion (such as sadness or anger), I change the meaning they are attaching to a situation.; When I want others to feel more positive emotion (such as joy or amusement), I change the meaning they are attaching to the situation.; When I want others to feel less negative emotion (such as sadness or anger), I put their problems into perspective."
261,0.987991093,0.92,0.420945406,5,"When others are experiencing undesirable emotions, I tell them not to express them.; I encourage others to keep their emotions to themselves.; When others with whom I am interacting are ‘venting' about a problem, I get them to stop.; When others are experiencing undesirable emotions, I suggest strategies for them to suppress these emotions.; I encourage others not to express their emotions."
262,1.076236865,0.81,0.834357113,20,"Computers will never replace human life.; Computers make me uncomfortable because I don't understand them.; People are becoming slaves to computers.; Computers are responsible for many of the good things we enjoy.; Soon our lives will be controlled by computers.; I feel intimidated by computers.; There are unlimited possibilities of computer applications that haven't even been thought of yet. 
The overuse of computers may be harmful and damaging to humans.; Computers are dehumanizing to society.; Computers can eliminate a lot of tedious work for people.; The use of computers is enhancing our standard of living.; Computers turn people into just another number.; Computers are lessening the importance of too many jobs now done by humans.; Computers are a fast and efficient means of gaining information.; Computers intimidate me because they seem so complex.; Computers will replace the need for working human beings.; Computers are bringing us into a bright new era.; Soon our world will be completely run by computers.; Life will be easier and faster with computers.; Computers are difficult to understand and frustrating to work with. "
263,1.387599175,0.7,0.870930358,5,"Prior to seeking information/advice from this person on this project, I assumed that he or she would always look out for my interests; .Prior to seeking information/advice from this person on this project, I assumed that he or she would go out of his or her way to make sure I was not damaged or harmed; Prior to seeking information/advice from this person on this project, I felt like he or she cared what happened to me.”
"
264,0.61630043,0.86,0.57863921,4,People who left comments in Openrice.com are knowledgeable in evaluating quality of food and restaurants.; People who left comments in Openrice.com are experts in evaluating quality of food and restaurants.; People who left comments in Openrice.com are trustworthy.; People who left comments in Openrice.com are reliable.
265,0.61630043,0.79,0.57863921,2,You closely followed the suggestions of the positive/ negative comments and went to the recommended restaurants/ not ever try the restaurants.; The comments of the website motivate you to dine/ not dine at the specified restaurants.
266,0.61630043,0.9,0.57863921,3,The comments in Openrice.com are valuable.; The comments in Openrice.com are informative.; The comments in Openrice.com are helpful.
267,0.61630043,0.9,0.57863921,4,The comments in Openrice.com sufficiently complete your needs.; The comments in Openrice.com include all necessary values.; The comments in Openrice.com cover your needs.; The comments in Openrice.com have sufficient breadth and depth.
268,0.61630043,0.93,0.57863921,3,The comments in Openrice.com are accurate.; The comments in Openrice.com are correct.; The comments in Openrice.com are reliable.
269,0.61630043,0.92,0.57863921,3,The comments in Openrice.com are current.; The comments in Openrice.com are timely.; The comments in Openrice.com are up-to-date.
270,0.61630043,0.92,0.57863921,3,The comments in Openrice.com are relevant.; The comments in Openrice.com are appropriate.; The comments in Openrice.com are applicable
271,0.975176416,0.89,0.849603658,3,"I think my spouse does a good job of managing the boundaries between work and family consistent with the expectation of our family.;  In order to meet our family expectations, my spouse is good at navigating the line between work and family.; My spouse is good at balancing work and family demands consistent with what we have agreed on is best for our family situation. "
272,0.975176416,0.84,0.849603658,3,I really care about the fate of my spouse's organization.; I hope my spouse will work for his/her current organization for a long time.;  I think my spouse's organization is a great place for my spouse to work.ork and family demands consistent with what we have agreed on is best for our family situation. 
273,1.832508913,0.89,0.220108088,3,Because I enjoy this work very much; Because I have fun doing my job; For the moments of pleasure that this job brings me
274,1.832508913,0.83,0.220108088,3,I chose this job because it allows me to reach my life goals; Because this job fulfills my career plans; Because this job fits my personal values
275,1.832508913,0.75,0.220108088,3,"Because I have to be the best in my job, I have to be a “winner”; Because my work is my life and I don't want to fail; Because my reputation depends on it"
276,1.832508913,0.69,0.220108088,3,Because this job affords me a certain standard of living; Because it allows me to make a lot of money; I do this job for the paycheck
277,1.172862289,0.76,0.215901813,7,"No matter how controversial an idea is, an individual should be able to express it publicly.;Everybody should have full liberty of propagandizing for what they believe to be true.;Even though freedom of speech for all
groups is a worthwhile goal, it is unfortunately necessary to restrict the freedom of certain groups.;All individuals should have the right to openly express their ideas, no matter how prejudiced they might be.;CDs containing unpopular viewpoints should be kept behind the counter in stores.;College officials should be able to ban persons with extreme views from speaking at campus events.;Demonstrations/rallies by controversial political groups should be restricted."
278,1.172862289,0.81,0.215901813,5,Motion pictures that offend any sizable group should be banned.;Network censors should reduce the amount of violence on TV.;Television producers should be able to present brutality to enhance their program's story line.;Today's standards regarding violent content on TV are too lax.;Legislators should regulate the amount of violence permissible on television.
279,1.172862289,0.81,0.215901813,4,Magazines like Penthouse and Hustler should be restricted from sale at local convenience stores.;Today's media standards regarding sexually explicit material are too strict.;For pornographers freedom of expression should be restricted.;Chain video stores should make Adult (Xrated) videos available.
280,1.079181246,0.83,0.421603927,3,"For this job, I would prefer to work with the robot instead of a human.;For this job, I would rather replace a human with the robot.;For this job, I would rather team up with the robot than a human."
282,0.397940009,0.86,0.601734148,15,"ICT based methodologies promotes conducive teaching and learning environment.;Use of the ICT based methodologies raise the curriculum standards.;ICT based methodologies are positively correlated with academic performance of students.;Online surfing of learning material make my students more effective day by day.;ICT enabled teaching methodologies build confidence for preparation and presentation of lectures.;It is easier to communicate through ICT applications like online quizzes, educational blogs & common e-mails.;Usage of ICT based methodologies brings positive change in classroom.;ICT usage costs physical and social activities.;ICT based methodologies are very supportive in developing my working style.;Availability of ICT resources increases my productivity and professional effectiveness. ;ICT enabled teaching is better than traditional methods of teaching.;Using ICT based methodologies in teaching learning process make teachers casual and lenient.;ICT provides my students with opportunities to plagiarize content using copy & paste.;It is convenient to share assignments, lecture notes and study material through ICT.;Different learning preferences and styles of students are properly handled with the help of ICT."
284,-0.397940009,0.95,0.309630167,7,"There is evidence that beliefs relevant to the population of interest or to patients/community members in general are included or addressed in the research.;There is evidence that attitudes relevant to the population of interest or to patients/community members in general are included or addressed in the research.;There is evidence that concerns relevant to the population of interest or to patients/community members in general are included or addressed in the research.;Person/community-centered goals and/or outcomes are included or addressed in the research.;Research priorities of interest to the patient/community are included or addressed in the research.;The needs of the patient/community are included or addressed in the research. ;Individuals representing patients and/or communities are engaged in the research as stakeholders, advisors, consultants or team members (beyond serving as research participants or volunteers)."
285,0,0.91,0.546419267,24,"There are people in my life I can go to for support when I need it;There are people I can talk to when I have a problem;I have meaningful relationships in my life;If I were unable to provide for myself, there are people in my life who would help me make ends meet;I have the knowledge and/or skills to achieve my goals;I am confident in my ability to make good choices for myself;If there is something I need to know, I know who to ask for help or where to look up the information;I have enough knowledge to succeed in my profession/classes;I have had my phone turned off because I could not pay my bill on time;I have had my utilities (e.g., heat, water, etc.) turned off because I could not pay my bill;I have had to borrow money from family or friends to pay my bills;I do not have health insurance because it is not offered, I am unemployed, and/or I cannot afford to purchase it;I have not sought the health/medical care I needed because I could not afford it;I have had to move in with friends/family because I could not afford to live on my own;I go hungry because I cannot afford to buy more food.;I buy less nutritious foods because I cannot afford healthier options;I have enough time to exercise;I have enough time to engage in hobbies or engage in activities I enjoy;I have more to do than I have time to do it in ;I have enough time to meet all of my responsibilities ;Even though I am able to get done what needs to get done, I often feel like I do not have enough time;I have enough time to get done what needs to get done for work/school;I have enough time to cook healthy meals ;I have enough time to spend with family/friends "
286,0,0.88,0.546419267,8,"There are people in my life I can go to for support when I need it;There are people I can talk to when I have a problem;I have meaningful relationships in my life;If I were unable to provide for myself, there are people in my life who would help me make ends meet;I have the knowledge and/or skills to achieve my goals;I am confident in my ability to make good choices for myself;If there is something I need to know, I know who to ask for help or where to look up the information;I have enough knowledge to succeed in my profession/classes"
