Idnumber,Brand,Species,Rating,EffectList,FlavorList
1176,Key-Lime-Pie,H,4.5,"Happy,Relaxed,Uplifted,Sleepy,Creative","Lime,Sweet,Citrus"
1177,Khalifa-Kush,H,4.7,"Happy,Relaxed,Uplifted,Euphoric,Creative","Earthy,Pine,Lemon"
1178,Khola,H,4.2,"Giggly,Hungry,Aroused,Euphoric,Uplifted",
1179,Khufu,I,4.2,"Relaxed,Euphoric,Happy,Focused,Sleepy","Pungent,Sweet,Woody"
1180,Kid-N-Cookies,H,4.6,"Happy,Relaxed,Tingly,Giggly,Hungry","Earthy,Pine,Skunk"
1181,Kilimanjaro,S,4.5,"Happy,Focused,Uplifted,Creative,Energetic","Lemon,Earthy,Spicy/Herbal"
1182,Kill-Bill,H,4.4,"Relaxed,Sleepy,Euphoric,Hungry,Tingly","Pine,Diesel,Sage"
1183,Killer-Grape,H,4.6,"Euphoric,Uplifted,Happy,Sleepy,Tingly","Sweet,Grape,Tropical"
1184,Killer-Queen,H,4.3,"Happy,Energetic,Creative,Uplifted,Talkative","Citrus,Sweet,Tropical"
1185,Killing-Fields,S,4.5,"Energetic,Happy,Focused,Euphoric,Uplifted","Lemon,Citrus,Pungent"
1186,Kimbo-Kush,H,4.5,"Relaxed,Sleepy,Happy,Focused,Uplifted","Earthy,Sweet,Pungent"
1187,King-Cake,H,4.8,"Relaxed,Euphoric,Uplifted,Happy,Aroused","Sweet,Vanilla,Skunk"
1188,King-Kong,H,4.2,"Happy,Focused,Giggly,Relaxed,Uplifted","Earthy,Flowery,Pungent"
1189,King-Louis,I,4.6,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Woody,Pine"
1190,Kings-Bread,S,4.2,"Focused,Relaxed,Creative,Uplifted,Euphoric","Earthy,Citrus,Lemon"
1191,King-Kush,I,4.3,"Relaxed,Happy,Hungry,Euphoric,Sleepy","Diesel,Sweet,Earthy"
1193,Kiwiskunk,I,3.9,"Happy,Hungry,Sleepy,Aroused,Tingly","Spicy/Herbal,Pungent,Woody"
1194,Kobain-Kush,I,4.3,"Hungry,Aroused,Relaxed,Happy,Euphoric","Earthy,Ammonia,Chestnut"
1195,Kona-Gold,S,4.4,"Happy,Uplifted,Energetic,Euphoric,Giggly","Tropical,Pineapple,Orange"
1196,Kong,H,4.7,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Woody,Skunk"
1197,Kool-Aid-Smile,I,4.8,"Relaxed,Happy,Talkative,Uplifted,Creative","Sage,Berry,Grape"
1198,Kosher-Kush,I,4.5,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Pungent,Woody"
1199,Kosher-Tangie,H,4.5,"Happy,Relaxed,Uplifted,Creative,Euphoric","Citrus,Pine,Orange"
1200,Krakatoa,H,4,"Energetic,Euphoric,Sleepy,Uplifted,Happy",
1201,Kraken,I,4.4,"Euphoric,Happy,Creative,Energetic,Relaxed","Butter,Citrus,Cheese"
1202,Krishna-Kush,I,4.9,"Relaxed,Happy,Giggly,Aroused,Sleepy","Sweet,Berry,Lavender"
1203,Kryptonite,I,4.3,"Relaxed,Happy,Euphoric,Creative,Giggly","Flowery,Tropical,Sweet"
1204,Kuato,H,5,"Talkative,Euphoric,Aroused,Tingly,Uplifted","Sweet,Orange,Pungent"
1205,Kubbie-Kush,I,3,"Relaxed,Sleepy,Euphoric,Happy","Berry,Blueberry,Flowery"
1206,Kuchi,H,3.6,"Aroused,Creative,Energetic,Euphoric,Focused","Sweet,Earthy,Lemon"
1207,Kurple-Fantasy,H,4.7,"Relaxed,Uplifted,Happy,Euphoric,Tingly","Earthy,Grape,Flowery"
1208,Kush-Cleaner,H,4.6,"Relaxed,Euphoric,Aroused,Creative,Energetic","Woody,Pine,Diesel"
1210,Kush-N-Cheese,H,4,"Relaxed,Focused,Uplifted,Sleepy,Happy","Sweet,Lemon,Cheese"
1211,Kushadelic,I,4.5,"Relaxed,Sleepy,Euphoric,Uplifted,Focused","Pungent,Pine,Earthy"
1212,Kushage,H,4.4,"Relaxed,Happy,Euphoric,Hungry,Tingly","Earthy,Sage,Spicy/Herbal"
1213,Kushashima,H,4,"Relaxed,Sleepy,Uplifted,Creative,Energetic","Pungent,Pine,Sweet"
1214,Kushberry,I,4.3,"Relaxed,Sleepy,Happy,Uplifted,Creative","Berry,Earthy,Lemon"
1215,Leagle-Eagle,H,4.7,"Energetic,Creative,Talkative,Focused,Uplifted","Sweet,Diesel,Skunk"
1216,La-Sunshine,H,4.7,"Uplifted,Energetic,Happy,Euphoric,Creative","Citrus,Earthy,Spicy/Herbal"
1217,Lak-Federal-Reserve,I,5,"Relaxed,Tingly,Hungry,Uplifted,Creative","Lemon,Earthy,Sweet"
1218,La-Chocolat,H,4.5,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Earthy,Coffee,Sweet"
1219,La-Confidential,I,4.3,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Sweet,Earthy,Pine"
1220,La-Jack,H,3.7,"Euphoric,Creative,Relaxed,Sleepy,Tingly","Berry,Apple,Blueberry"
1221,La-Kookies,H,4.7,"Hungry,Relaxed,Happy,Creative,Talkative","Earthy,Coffee,Berry"
1222,La-Kush,H,4.5,"Relaxed,Happy,Creative,Uplifted,Euphoric","Menthol,Pungent,Pine"
1223,La-Og,I,4.4,"Relaxed,Euphoric,Sleepy,Happy,Tingly","Earthy,Berry,Flowery"
1224,La-Ultra,I,4.7,"Relaxed,Euphoric,Happy,Sleepy,Tingly","Lemon,Chemical,Diesel"
1225,La-Woman,H,4.2,"Relaxed,Euphoric,Tingly,Happy,Sleepy","Earthy,Pungent,Pine"
1226,Lapd,H,4.7,"Uplifted,Energetic,Happy,Relaxed,Creative","Diesel,Pepper,Pungent"
1227,Lsd,H,4.3,"Happy,Relaxed,Euphoric,Uplifted,Creative","Earthy,Pungent,Citrus"
1228,Lvpk,H,4.6,"Happy,Relaxed,Hungry,Sleepy,Uplifted","Sweet,Earthy,Berry"
1229,La-Nina,S,4.7,"Uplifted,Creative,Energetic,Talkative,Euphoric","Sweet,Earthy"
1230,Lady-Liberty,H,4.2,"Sleepy,Hungry,Relaxed",Sweet
1231,Ladyburn-1974,H,4,"Relaxed,Sleepy,Creative,Giggly,Hungry","Earthy,Pepper,Ammonia"
1232,Lake-Of-Fire,H,4.6,"Euphoric,Uplifted,Happy,Relaxed,Aroused","Diesel,Pine,Earthy"
1233,Lamb-S-Bread,S,4.4,"Euphoric,Creative,Happy,Uplifted,Energetic","Earthy,Woody,Pungent"
1234,Lambo-Og,H,4.5,"Happy,Euphoric,Sleepy,Hungry,Relaxed","Tropical,Sweet,Ammonia"
1235,Lamborghini,H,4,"Relaxed,Sleepy,Euphoric,Happy,Uplifted","Diesel,Pine,Lime"
1236,Larry-Bird-Kush,H,4.9,"Relaxed,Euphoric,Energetic,Happy,Uplifted","Sweet,Orange,Earthy"
1237,Larry-Og,H,4.3,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Lemon,Pine,Citrus"
1239,Lashkar-Gah,I,4.7,"Relaxed,Euphoric,Sleepy,Hungry,Happy","Earthy,Pungent,Sweet"
1240,Laughing-Buddha,S,4.4,"Happy,Euphoric,Uplifted,Energetic,Giggly","Tropical,Sweet,Spicy/Herbal"
1242,Lavender,I,4.1,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Lavender,Flowery,Sweet"
1243,Lavender-Haze,S,4.1,"Euphoric,Uplifted,Energetic,Happy,Relaxed","Lavender,Flowery,Earthy"
1244,Lavender-Jones,H,4.4,"Happy,Relaxed,Euphoric,Uplifted,Creative","Lavender,Earthy,Sweet"
1246,Le-Silver-Royale,H,4.5,"Uplifted,Talkative,Euphoric,Happy,Energetic","Skunk,Cheese,Woody"
1248,Lee-Roy,I,4.7,"Relaxed,Euphoric,Sleepy,Uplifted,Tingly","Lime,Lemon,Citrus"
1249,Legalized-Og,H,4.8,"Hungry,Sleepy,Relaxed,Happy,Focused","Pungent,Chemical,Spicy/Herbal"
1250,Legend-Og,I,4.6,"Relaxed,Sleepy,Happy,Creative,Focused","Pungent,Earthy,Pine"
1252,Legendary-Lemon,S,4,"Aroused,Euphoric,Relaxed,Creative,Sleepy","Apricot,Chemical,Blueberry"
1253,Lem-Chem,H,4,"Energetic,Focused,Hungry",
1254,Lemon-Alien-Dawg,H,4.5,"Relaxed,Creative,Focused,Aroused,Sleepy","Pungent,Pine,Earthy"
1255,Lemon-Bananas,H,5,"Talkative,Tingly,Uplifted,Creative,Energetic","Spicy/Herbal,Lime,Lemon"
1256,Lemon-Bubble,S,4.6,"Happy,Energetic,Talkative,Euphoric,Uplifted","Lemon,Citrus,Sweet"
1257,Lemon-Cake,S,4.3,"Relaxed,Uplifted,Happy,Energetic,Euphoric","Lemon,Cheese,Sweet"
1259,Lemon-Daddy,H,4.1,"Energetic,Happy,Focused,Giggly,Relaxed","Lemon,Citrus,Earthy"
1260,Lemon-Diesel,H,4.2,"Euphoric,Happy,Relaxed,Creative,Energetic","Lemon,Diesel,Citrus"
1261,Lemon-Drop,H,4.1,"Happy,Euphoric,Focused,Uplifted,Relaxed","Lemon,Citrus,Pine"
1262,Lemon-Fire,H,4.7,"Happy,Uplifted,Energetic,Euphoric,Focused","Citrus,Lemon,Earthy"
1263,Lemon-G,S,4.4,"Relaxed,Euphoric,Happy,Uplifted,Creative","Lemon,Sweet,Pungent"
1264,Lemon-Haze,S,4.3,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Lemon,Citrus,Sweet"
1265,Lemon-Ice,S,4.6,"Energetic,Euphoric,Happy,Creative,Focused","Lemon,Citrus,Diesel"
1266,Lemon-Jack,S,4.4,"Focused,Energetic,Happy,Uplifted,Creative","Lemon,Citrus,Sweet"
1268,Lemon-Kush,H,4.1,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Lemon,Citrus,Earthy"
1269,Lemon-Larry-Lavender,H,4.1,"Relaxed,Focused,Giggly,Uplifted,Creative","Citrus,Lemon,Lavender"
1270,Lemon-Marmalade,H,4.8,"Uplifted,Happy,Euphoric,Relaxed,Tingly","Lemon,Diesel,Sweet"
1271,Lemon-Meringue,S,4.7,"Uplifted,Happy,Energetic,Creative,Relaxed","Lemon,Citrus,Sweet"
1272,Lemon-Og-Haze,H,4.5,"Energetic,Happy,Focused,Euphoric,Creative","Lemon,Citrus,Lime"
1273,Lemon-Og,H,4.3,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Lemon,Citrus,Earthy"
1274,Lemon-Pie,S,4.2,"Energetic,Euphoric,Uplifted,Talkative,Happy","Lemon,Citrus,Diesel"
1275,Lemon-Sativa,S,4.2,"Happy,Euphoric,Energetic,Creative,Focused","Lemon,Citrus,Earthy"
1276,Lemon-Skunk,H,4.3,"Happy,Uplifted,Relaxed,Euphoric,Focused","Lemon,Skunk,Citrus"
1277,Lemon-Thai,S,4.1,"Focused,Happy,Creative,Talkative,Energetic","Lemon,Citrus,Earthy"
1278,Lemon-Walker-Og,H,4.4,"Relaxed,Uplifted,Happy,Focused,Energetic","Citrus,Lemon,Pungent"
1279,Lemon-Wreck,H,4.1,"Relaxed,Creative,Euphoric,Tingly,Focused","Lemon,Citrus,Diesel"
1280,Lemonberry,H,4.3,"Euphoric,Energetic,Giggly,Happy,Creative","Lemon,Sweet,Blueberry"
1281,Lemonder,H,4.5,"Happy,Uplifted,Giggly,Energetic,Euphoric","Citrus,Lemon,Earthy"
1282,Lemonhead-Og,H,4.9,"Relaxed,Uplifted,Happy,Euphoric,Creative","Lemon,Citrus,Sweet"
1284,Leonidas,S,4,"Focused,Aroused,Uplifted,Creative,Energetic","Grape,Lavender,Violet"
1285,Lethal-Purple,H,3.3,"Talkative,Creative,Euphoric,Happy,Hungry","Sweet,Grape,Flowery"
1286,Liberty-Haze,H,4.5,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Citrus,Lime,Sweet"
1287,Lifesaver,H,4.5,"Relaxed,Euphoric,Energetic,Uplifted,Tingly","Citrus,Sweet,Berry"
1288,Light-Of-Jah,S,4.6,"Happy,Uplifted,Energetic,Euphoric,Relaxed","Spicy/Herbal,Tropical,Pungent"
1289,Lime-Green-Skunk,H,4.5,"Happy,Euphoric,Uplifted,Relaxed,Focused","Lime,Citrus,Tropical"
1290,Key-Lime-Haze,S,4.2,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Lime,Citrus,Sweet"
1291,Lime-Purple-Mist,I,4.3,"Happy,Relaxed,Tingly,Sleepy,Uplifted","Berry,Lime,Sweet"
1292,Lime-Skunk,S,4.8,"Uplifted,Creative,Happy,Euphoric,Energetic","Lime,Citrus,Pungent"
1293,Lime-Sorbet,I,5,"Relaxed,Euphoric,Sleepy,Happy,Giggly","Lime,Citrus,Sweet"
1294,Limon,S,4.8,"Happy,Creative,Euphoric,Energetic,Giggly","Lemon,Citrus,Diesel"
1295,Lions-Gate,I,4.4,"Happy,Uplifted,Energetic,Focused,Creative","Menthol,Sage,Citrus"
1296,Liquid-Butter,I,4.5,"Relaxed,Sleepy,Happy,Talkative,Giggly","Butter,Earthy,Woody"
1298,Little-Dragon,H,5,"Uplifted,Euphoric,Happy,Relaxed,Talkative","Diesel,Minty,Woody"
1299,Locktite,H,4.3,"Relaxed,Happy,Uplifted,Tingly,Euphoric","Diesel,Citrus,Woody"
1300,Locomotion,I,4.6,"Euphoric,Happy,Relaxed,Uplifted,Aroused","Earthy,Sweet,Pungent"
1301,Lodi-Dodi,H,4.5,"Happy,Giggly,Energetic,Euphoric,Uplifted","Sweet,Flowery,Tropical"
1302,Logic-Diesel,H,4.8,"Talkative,Energetic,Happy,Uplifted,Euphoric","Diesel,Skunk,Minty"
1303,Longbottom-Leaf,H,4.8,"Euphoric,Happy,Uplifted,Energetic,Hungry","Pepper,Sweet,Spicy/Herbal"
1304,Lost-Coast-Og,H,4.5,"Relaxed,Euphoric,Uplifted,Happy,Creative","Earthy,Lemon,Citrus"
1306,Loud-Dream,H,4.1,"Happy,Focused,Euphoric,Creative,Uplifted","Pine,Earthy,Spicy/Herbal"
1307,Loud-Scout,H,4.4,"Relaxed,Happy,Focused,Uplifted,Energetic","Grape,Sweet,Tropical"
1308,Love-Potion,S,4.4,"Happy,Talkative,Euphoric,Relaxed,Energetic","Skunk,Citrus,Grapefruit"
1309,Love-Potion-9,I,4.2,"Euphoric,Happy,Talkative,Focused,Energetic","Sweet,Flowery,Honey"
1310,Lowryder,H,4.4,"Relaxed,Uplifted,Happy,Creative,Sleepy","Sweet,Pine,Citrus"
1311,Loyality,H,5,"Tingly,Relaxed,Focused,Uplifted,Creative","Pungent,Citrus,Earthy"
1313,Luca-Brasi-X-Sour-Diesel,H,4.4,"Focused,Energetic,Uplifted,Happy,Relaxed","Earthy,Lemon,Pungent"
1314,Lucid-Bolt,I,5,"Giggly,Hungry,Relaxed,Sleepy,Talkative","Blueberry,Berry,Earthy"
1315,Lucid-Dream,H,4.6,"Energetic,Euphoric,Uplifted,Focused,Relaxed","Berry,Blueberry,Sweet"
1316,Lucky-Charms,H,4.5,"Euphoric,Happy,Relaxed,Uplifted,Tingly","Berry,Sweet,Citrus"
1317,Lucy,H,4.4,"Relaxed,Sleepy,Uplifted,Happy,Hungry","Earthy,Woody,Sweet"
1318,M-39,I,3.2,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Woody,Earthy,Lemon"
1319,Mc1,H,0,"Hungry,Aroused,Tingly,Uplifted,Creative","Diesel,Spicy/Herbal,Sweet"
1320,Milf,H,4.4,"Happy,Euphoric,Uplifted,Giggly,Relaxed","Earthy,Sweet,Sage"
1321,Mk-Ultra,I,4.5,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Earthy,Pungent,Woody"
1322,Mad-Dawg,H,4.5,"Happy,Uplifted,Hungry,Talkative,Energetic","Sweet,Earthy,Citrus"
1323,Mad-Scientist,I,4.6,"Relaxed,Uplifted,Focused,Euphoric,Happy","Woody,Pungent,Pine"
1324,Madagascar,I,4.1,"Sleepy,Relaxed,Hungry,Happy,Euphoric","Earthy,Sweet,Skunk"
1325,Madcow,S,3.4,"Sleepy,Uplifted,Energetic,Relaxed,Talkative","Sweet,Earthy,Ammonia"
1326,Madman-Og,H,4.6,"Relaxed,Sleepy,Hungry,Uplifted,Euphoric","Earthy,Pine,Woody"
1327,Madzilla,I,5,"Tingly,Uplifted,Euphoric,Happy,Relaxed","Earthy,Woody,Pine"
1328,Mag-Landrace,I,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Sweet,Pungent"
1329,Magic-Beans-Og,I,4.2,"Happy,Sleepy,Euphoric,Relaxed,Tingly","Lemon,Woody,Pine"
1330,Magic-Jordan,H,4,"Euphoric,Focused,Tingly,Uplifted,Creative","Minty,Orange,Lemon"
1331,Magnum,H,3.9,"Energetic,Happy,Creative,Uplifted,Euphoric","Earthy,Citrus,Lemon"
1332,Magnum-Pi,S,4.3,"Uplifted,Focused,Energetic,Euphoric,Creative","Tropical,Citrus,Orange"
1333,Mai-Tai-Cookies,H,4.9,"Happy,Relaxed,Euphoric,Creative,Uplifted","Orange,Tree,Fruit,Spicy/Herbal"
1334,Majestic-12,H,4.8,"Relaxed,Tingly,Happy,Euphoric,Creative","Earthy,Sweet,Berry"
1335,Mako-Haze,S,4.2,"Euphoric,Happy,Relaxed,Hungry,Uplifted","Pine,Citrus,Earthy"
1336,Malakoff,S,3.7,"Focused,Talkative,Creative,Energetic,Happy","Sweet,Earthy,Woody"
1337,Malawi,S,4.4,"Energetic,Uplifted,Focused,Happy,Creative","Earthy,Flowery,Grape"
1338,Mammoth,H,4.5,"Happy,Relaxed,Focused,Uplifted,Creative","Honey,Earthy,Woody"
1339,Mandala-1,H,4.3,"Euphoric,Creative,Energetic,Uplifted,Focused","Apple,Minty,Berry"
1340,Mango,I,4.1,"Relaxed,Sleepy,Happy,Euphoric,Focused","Mango,Earthy,Sweet"
1341,Mango-Dream,S,3.9,"Talkative,Happy,Euphoric,Relaxed,Creative","Mango,Tropical,Earthy"
1342,Mango-Habanero,H,3.5,"Focused,Uplifted,Creative,Energetic,Euphoric","Pepper,Spicy/Herbal,Sweet"
1343,Mango-Haze,S,4.6,"Happy,Relaxed,Euphoric,Focused,Uplifted","Mango,Sweet,Tropical"
1344,Mango-Kush,H,4.3,"Happy,Relaxed,Uplifted,Euphoric,Giggly","Mango,Sweet,Citrus"
1345,Mango-Tango,H,4.6,"Relaxed,Happy,Euphoric,Giggly,Sleepy","Mango,Tropical,Citrus"
1346,Mangolicious,I,5,"Uplifted,Focused,Relaxed,Giggly,Happy","Sweet,Tropical,Pineapple"
1347,Manitoba-Poison,H,4.5,"Relaxed,Happy,Sleepy,Focused,Uplifted","Spicy/Herbal,Earthy,Cheese"
1348,Maple-Leaf-I,I,4.3,"Relaxed,Sleepy,Tingly,Euphoric,Happy","Sweet,Butter,Woody"
1349,Maramota-10,H,5,"Talkative,Energetic,Giggly,Relaxed","Sweet,Berry,Earthy"
1350,Marcosus-Marshmellow,H,3.9,"Euphoric,Uplifted,Happy,Creative,Energetic","Minty,Sweet,Berry"
1351,Margaret-Cho-G,H,4.7,"Euphoric,Focused,Relaxed,Talkative,Uplifted","Sweet,Grapefruit,Honey"
1352,Marionberry-Kush,H,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative","Berry,Earthy,Sweet"
1353,Marleys-Collie,H,4.3,"Focused,Aroused,Hungry,Tingly,Relaxed",Sweet
1354,Mars-Og,I,4.4,"Relaxed,Sleepy,Hungry,Euphoric,Focused","Pine,Woody,Citrus"
1355,Martian-Candy,H,4.7,"Relaxed,Happy,Uplifted,Euphoric,Talkative","Sweet,Woody,Earthy"
1356,Martian-Mean-Green,H,4.2,"Euphoric,Happy,Hungry,Uplifted,Focused","Sweet,Citrus,Grapefruit"
1358,Master-Bubba,I,4.3,"Relaxed,Euphoric,Happy,Uplifted,Sleepy","Earthy,Pungent,Skunk"
1359,Master-Jedi,I,4.4,"Relaxed,Euphoric,Creative,Focused,Uplifted","Skunk,Spicy/Herbal,Diesel"
1360,Master-Kush,I,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Earthy,Pungent,Woody"
1361,Master-Og,I,4.4,"Relaxed,Sleepy,Happy,Hungry,Uplifted","Earthy,Pine,Pungent"
1362,Master-Skunk,H,4.6,"Relaxed,Uplifted,Euphoric,Happy,Creative","Skunk,Lemon,Honey"
1363,Master-Yoda,H,4.5,"Relaxed,Happy,Euphoric,Uplifted,Focused","Pungent,Sweet,Earthy"
1364,Matanuska-Thunder-Fuck,S,4.3,"Happy,Euphoric,Energetic,Hungry,Relaxed","Earthy,Woody,Pungent"
1365,Mataro-Blue,I,4.6,"Relaxed,Sleepy,Euphoric,Hungry,Tingly","Berry,Sweet,Earthy"
1366,Matsu,I,5,"Euphoric,Tingly,Happy,Sleepy,Hungry",
1367,Mau-Mau,H,4,"Uplifted,Happy,Creative,Energetic,Euphoric",
1368,Maui,S,4.2,"Relaxed,Uplifted,Tingly,Happy,Talkative","Citrus,Sweet,Tropical"
1369,Maui-Berry,H,4,"Happy,Creative,Uplifted,Hungry,Energetic","Berry,Citrus,Pungent"
1370,Maui-Bubble-Gift,H,4.6,"Relaxed,Uplifted,Happy,Tingly,Euphoric","Sweet,Citrus,Pungent"
1371,Maui-Citrus-Punch,S,4.5,"Relaxed,Energetic,Uplifted,Creative,Euphoric","Citrus,Tropical,Skunk"
1372,Maui-Haole,H,4.6,"Happy,Creative,Euphoric,Aroused,Sleepy","Pungent,Tropical,Earthy"
1373,Maui-Mango-Diesel,H,4.3,"Euphoric,Relaxed,Uplifted,Happy,Creative","Mango,Sweet,Diesel"
1374,Maui-Pineapple-Chunk,H,4.7,"Creative,Euphoric,Uplifted,Aroused,Energetic","Tropical,Flowery,Menthol"
1375,Maui-Wowie,S,4.4,"Happy,Uplifted,Energetic,Relaxed,Creative","Tropical,Pineapple,Citrus"
1376,Mazar-I-Sharif,I,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Earthy,Spicy/Herbal,Pine"
1377,Mazar-Kush,I,4.3,"Relaxed,Sleepy,Happy,Giggly,Hungry","Pungent,Earthy,Spicy/Herbal"
1378,Mean-Misty,H,4.2,"Relaxed,Uplifted,Talkative,Tingly,Energetic","Flowery,Sweet"
1379,Medihaze,S,4.6,"Relaxed,Happy,Focused,Uplifted,Energetic","Earthy,Sweet,Spicy/Herbal"
1380,Medibud,H,4.5,"Uplifted,Relaxed,Euphoric,Happy,Focused","Sweet,Earthy,Skunk"
1381,Medicine-Man,H,4.4,"Relaxed,Uplifted,Sleepy,Happy,Euphoric","Berry,Woody,Earthy"
1382,Medicine-Woman,H,4.6,"Uplifted,Happy,Relaxed,Euphoric,Creative","Earthy,Citrus,Diesel"
1383,Medusa,H,4.1,"Relaxed,Happy,Euphoric,Creative,Uplifted","Earthy,Blueberry,Pungent"
1384,Mega-Jackpot,H,4,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Berry,Strawberry,Grape"
1385,Megalodon,S,4.4,"Uplifted,Happy,Hungry,Creative,Euphoric","Skunk,Pungent,Earthy"
1386,Mekamika-Haze,S,5,"Uplifted,Creative,Energetic,Euphoric,Focused","Pineapple,Mango,Flowery"
1387,Melon-Gum,H,4.3,"Happy,Relaxed,Creative,Euphoric,Focused","Sweet,Lavender,Flowery"
1388,Memory-Loss,S,4.6,"Creative,Uplifted,Happy,Euphoric,Talkative","Earthy,Sweet,Woody"
1389,Mendo-Afgoo,I,5,"Sleepy,Hungry,Relaxed,Uplifted,Euphoric","Earthy,Pungent,Skunk"
1390,Mendo-Breath,I,4.8,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Pungent,Sweet"
1391,Mendocino-Madness,H,4,"Dry,Mouth","Earthy,Chestnut"
1392,Mendocino-Purps,H,4.3,"Relaxed,Happy,Euphoric,Tingly,Hungry","Earthy,Grape,Flowery"
1393,Mercury-Og,I,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Pungent,Earthy,Woody"
1394,Merlot-Og,I,4.9,"Relaxed,Happy,Uplifted,Euphoric,Tingly","Butter,Flowery,Earthy"
1395,Mexican,S,3.4,"Uplifted,Euphoric,Giggly,Energetic,Talkative","Earthy,Woody,Diesel"
1396,Mexican-Sativa,S,3.3,"Happy,Uplifted,Energetic,Hungry,Focused","Woody,Earthy,Nutty"
1397,Michael-Phelps-Og,H,4.4,"Relaxed,Hungry,Sleepy,Creative,Talkative","Pine,Pear,Earthy"
1398,Mickey-Kush,S,4.6,"Uplifted,Happy,Focused,Relaxed,Euphoric","Earthy,Sweet,Tree,Fruit"
1399,Middlefork,H,4.6,"Creative,Happy,Uplifted,Focused,Euphoric","Earthy,Blueberry,Tar"
1400,Middlefork-X-Pineapple-Express,S,4.9,"Happy,Euphoric,Giggly,Uplifted,Relaxed","Pineapple,Sweet,Grape"
1401,Midnight,H,4.4,"Happy,Uplifted,Euphoric,Relaxed,Creative","Earthy,Pungent,Lavender"
1402,Milky-Way,I,4.7,"Relaxed,Happy,Euphoric,Energetic,Focused","Sweet,Menthol,Pepper"
1403,Millennium,H,4.4,"Creative,Relaxed,Uplifted,Happy,Energetic","Blueberry,Earthy,Diesel"
1404,Mint-Chocolate-Chip,H,4.6,"Relaxed,Happy,Tingly,Uplifted,Talkative","Minty,Earthy,Mint"
1405,Mission-Kush,H,4,"Creative,Uplifted,Energetic,Euphoric,Happy",Pine
1406,Misty-Kush,I,4.4,"Happy,Euphoric,Relaxed,Uplifted,Talkative","Sweet,Mango,Lemon"
1407,Misty-Morning,H,4,"Sleepy,Euphoric,Relaxed","Spicy/Herbal,Pine"
1408,Mob-Boss,H,4.5,"Energetic,Happy,Euphoric,Uplifted,Relaxed","Earthy,Pine,Citrus"
1409,Moby-Dick,S,4.3,"Uplifted,Euphoric,Happy,Relaxed,Energetic","Sweet,Citrus,Earthy"
1410,Mochi,H,5,"Sleepy,Happy,Hungry,Relaxed,Tingly","Pungent,Minty,Flowery"
1411,Molokai-Frost,I,4.8,"Relaxed,Euphoric,Happy,Creative,Uplifted","Pungent,Woody,Chestnut"
1412,Molokai-Purpz,I,5,"Aroused,Creative,Euphoric,Relaxed,Sleepy","Berry,Grape,Sweet"
1413,Money-Maker,I,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Berry,Skunk"
1414,Monkey-Paw,H,4.5,"Relaxed,Happy,Hungry,Uplifted,Euphoric","Grape,Berry,Spicy/Herbal"
1415,Monolith,I,5,"Relaxed,Sleepy,Tingly,Euphoric,Focused","Pungent,Earthy,Pine"
1416,Monster-Cookies,I,4.6,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Grape,Pine"
1417,Monster-Og,H,4.9,"Hungry,Relaxed,Happy,Tingly,Sleepy","Woody,Spicy/Herbal,Earthy"
1418,Montana-Silvertip,H,4.6,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Earthy,Spicy/Herbal,Sweet"
1419,Moon-Cookies,H,4.8,"Hungry,Focused,Euphoric,Happy,Relaxed","Spicy/Herbal,Minty,Flowery"
1420,Moondance,S,5,"Creative,Euphoric,Happy,Relaxed","Lavender,Pine"
1421,Moonshine-Haze,S,4.3,"Uplifted,Euphoric,Happy,Relaxed,Creative","Earthy,Citrus,Pine"
1422,Moonwalker-Kush,H,4.9,"Relaxed,Euphoric,Happy,Focused,Giggly","Earthy,Pine,Minty"
1423,Moose-And-Lobsta,S,4.9,"Happy,Uplifted,Euphoric,Energetic,Talkative","Citrus,Diesel,Pungent"
1424,Morning-Glory,H,4.9,"Creative,Energetic,Happy,Aroused,Uplifted","Citrus,Pepper,Lime"
